분류,주성분코드,제품수,업체수,예시제품,주성분명
219,663900ATB,1,1,"아모잘탄큐정5/50/5밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,664000ATB,1,1,"아모잘탄큐정5/50/10밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",amlodipine camsylate (as amlodipine)
219,664000ATB,1,1,"아모잘탄큐정5/50/10밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",losartan potassium (as losartan)
219,664000ATB,1,1,"아모잘탄큐정5/50/10밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,664100ATB,1,1,"아모잘탄큐정5/50/20밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",amlodipine camsylate (as amlodipine)
219,664100ATB,1,1,"아모잘탄큐정5/50/20밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",losartan potassium (as losartan)
219,664100ATB,1,1,"아모잘탄큐정5/50/20밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,664200ATB,1,1,"아모잘탄큐정5/100/5밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",amlodipine camsylate (as amlodipine)
219,664200ATB,1,1,"아모잘탄큐정5/100/5밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",losartan potassium (as losartan)
219,664200ATB,1,1,"아모잘탄큐정5/100/5밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,664300ATB,1,1,"아모잘탄큐정5/100/10밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",amlodipine camsylate (as amlodipine)
219,664300ATB,1,1,"아모잘탄큐정5/100/10밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",losartan potassium (as losartan)
219,664300ATB,1,1,"아모잘탄큐정5/100/10밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,664400ATB,1,1,"아모잘탄큐정5/100/20밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",amlodipine camsylate (as amlodipine)
219,664400ATB,1,1,"아모잘탄큐정5/100/20밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",losartan potassium (as losartan)
219,664400ATB,1,1,"아모잘탄큐정5/100/20밀리그램(암로디핀,로사르탄,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,670301ATB,1,1,벨포로츄어블정(수크로제이철옥시수산화물)_(2.5g/1정),sucroferric oxyhydroxide (as Fe III)
219,671200ATB,8,8,텔미원스플러스정40/5/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,671200ATB,8,8,텔미원스플러스정40/5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,671200ATB,8,8,텔미원스플러스정40/5/5밀리그램_(1정),telmisartan
219,671300ATB,8,8,텔미원스플러스정80/5/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,671300ATB,8,8,텔미원스플러스정80/5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,671300ATB,8,8,텔미원스플러스정80/5/5밀리그램_(1정),telmisartan
219,671400ATB,11,11,"텔미트리원정40/5/10밀리그램(텔미사르탄,암로디핀,로수바스타틴)_(1정)",amlodipine besylate (as amlodipine)
219,671400ATB,11,11,"텔미트리원정40/5/10밀리그램(텔미사르탄,암로디핀,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,671400ATB,11,11,"텔미트리원정40/5/10밀리그램(텔미사르탄,암로디핀,로수바스타틴)_(1정)",telmisartan
219,671500ATB,11,11,"텔미트리원정80/5/10밀리그램(텔미사르탄,암로디핀,로수바스타틴)_(1정)",amlodipine besylate (as amlodipine)
219,671500ATB,11,11,"텔미트리원정80/5/10밀리그램(텔미사르탄,암로디핀,로수바스타틴)_(1정)",rosuvastatin calcium (as rosuvastatin)
219,671500ATB,11,11,"텔미트리원정80/5/10밀리그램(텔미사르탄,암로디핀,로수바스타틴)_(1정)",telmisartan
219,671700ATB,2,2,뉴스타틴티에스정80/10/20mg_(1정),amlodipine besylate (as amlodipine)
219,671700ATB,2,2,뉴스타틴티에스정80/10/20mg_(1정),rosuvastatin calcium (as rosuvastatin)
219,671700ATB,2,2,뉴스타틴티에스정80/10/20mg_(1정),telmisartan
219,673700ATB,8,8,콤비로칸정5/16밀리그램_(1정),candesartan cilexetil
219,673700ATB,8,8,콤비로칸정5/16밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,673900ATB,2,2,로수암핀정5/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,673900ATB,2,2,로수암핀정5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,674000ATB,2,2,로수암핀정10/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,674000ATB,2,2,로수암핀정10/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,674100ATB,2,2,로수암핀정20/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,674100ATB,2,2,로수암핀정20/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,677000ATB,1,1,듀오웰에이정40/5/20밀리그램_(1정),amlodipine besylate (as amlodipine)
219,677000ATB,1,1,듀오웰에이정40/5/20밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,677000ATB,1,1,듀오웰에이정40/5/20밀리그램_(1정),telmisartan
219,677100ATB,1,1,듀오웰에이정80/5/20밀리그램_(1정),amlodipine besylate (as amlodipine)
219,677100ATB,1,1,듀오웰에이정80/5/20밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,677100ATB,1,1,듀오웰에이정80/5/20밀리그램_(1정),telmisartan
219,677300ATB,1,1,올로맥스정20/5/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,677300ATB,1,1,올로맥스정20/5/5밀리그램_(1정),olmesartan medoxomil
219,677300ATB,1,1,올로맥스정20/5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,677400ATB,1,1,올로맥스정20/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,677400ATB,1,1,올로맥스정20/5/10밀리그램_(1정),olmesartan medoxomil
219,677400ATB,1,1,올로맥스정20/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,678600ATB,1,1,로수암핀정10/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,678600ATB,1,1,로수암핀정10/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,679500ATB,6,6,아모르탄알정5/80/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,679500ATB,6,6,아모르탄알정5/80/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,679500ATB,6,6,아모르탄알정5/80/10밀리그램_(1정),valsartan
219,679600ATB,5,5,아모르탄알정5/160/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,679600ATB,5,5,아모르탄알정5/160/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,679600ATB,5,5,아모르탄알정5/160/10밀리그램_(1정),valsartan
219,679700ATB,4,4,아모르탄알정5/160/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,679700ATB,4,4,아모르탄알정5/160/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,679700ATB,4,4,아모르탄알정5/160/5밀리그램_(1정),valsartan
219,680300ATB,5,5,아모르탄알정5/80/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,680300ATB,5,5,아모르탄알정5/80/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,680300ATB,5,5,아모르탄알정5/80/5밀리그램_(1정),valsartan
219,683000ATB,2,2,네비로스타정5/10밀리그램_(1정),nebivolol hydrochloride (as nebivolol)
219,683000ATB,2,2,네비로스타정5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,683100ATB,1,1,네비로스타정5/20밀리그램_(1정),nebivolol hydrochloride (as nebivolol)
219,683100ATB,1,1,네비로스타정5/20밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,683200ATB,2,2,네비로스타정2.5/10밀리그램_(1정),nebivolol hydrochloride (as nebivolol)
219,683200ATB,2,2,네비로스타정2.5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,684300ATB,1,1,듀카로정30/5/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,684300ATB,1,1,듀카로정30/5/5밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,684300ATB,1,1,듀카로정30/5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,684400ATB,1,1,듀카로정30/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,684400ATB,1,1,듀카로정30/5/10밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,684400ATB,1,1,듀카로정30/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,684500ATB,1,1,듀카로정60/5/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,684500ATB,1,1,듀카로정60/5/5밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,684500ATB,1,1,듀카로정60/5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,684600ATB,1,1,듀카로정60/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,684600ATB,1,1,듀카로정60/5/10밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,684600ATB,1,1,듀카로정60/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,686800ATB,1,1,올로맥스정40/5/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,686800ATB,1,1,올로맥스정40/5/5밀리그램_(1정),olmesartan medoxomil
219,686800ATB,1,1,올로맥스정40/5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,686900ATB,1,1,올로맥스정40/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,686900ATB,1,1,올로맥스정40/5/10밀리그램_(1정),olmesartan medoxomil
219,686900ATB,1,1,올로맥스정40/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,688100ATB,1,1,아카브정30/10밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,688100ATB,1,1,아카브정30/10밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,688200ATB,1,1,아카브정60/10밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,688200ATB,1,1,아카브정60/10밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,688300ATB,1,1,아카브정30/20밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,688300ATB,1,1,아카브정30/20밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,688400ATB,1,1,아카브정60/20밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,688400ATB,1,1,아카브정60/20밀리그램_(1정),fimasartan potassium trihydrate (as fimasartan potassium)
219,690400ATB,5,5,엑스원에이정5/80/20밀리그램_(1정),amlodipine besylate (as amlodipine)
219,690400ATB,5,5,엑스원에이정5/80/20밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,690400ATB,5,5,엑스원에이정5/80/20밀리그램_(1정),valsartan
219,690500ATB,5,5,엑스원에이정5/80/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,690500ATB,5,5,엑스원에이정5/80/10밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,690500ATB,5,5,엑스원에이정5/80/10밀리그램_(1정),valsartan
219,690600ATB,5,5,엑스원에이정5/160/20밀리그램_(1정),amlodipine besylate (as amlodipine)
219,690600ATB,5,5,엑스원에이정5/160/20밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,690600ATB,5,5,엑스원에이정5/160/20밀리그램_(1정),valsartan
219,690700ATB,5,5,엑스원에이정5/160/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,690700ATB,5,5,엑스원에이정5/160/10밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,690700ATB,5,5,엑스원에이정5/160/10밀리그램_(1정),valsartan
219,691200ATB,2,2,네비로스타정2.5/5밀리그램_(1정),nebivolol hydrochloride (as nebivolol)
219,691200ATB,2,2,네비로스타정2.5/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,691400ATB,1,1,발트리오정10/160/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,691400ATB,1,1,발트리오정10/160/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,691400ATB,1,1,발트리오정10/160/10밀리그램_(1정),valsartan
219,692000ATB,1,1,아모잘탄엑스큐정 5/50/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,692000ATB,1,1,아모잘탄엑스큐정 5/50/5/10밀리그램_(1정),ezetimibe
219,692000ATB,1,1,아모잘탄엑스큐정 5/50/5/10밀리그램_(1정),losartan potassium (as losartan)
219,692000ATB,1,1,아모잘탄엑스큐정 5/50/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,692100ATB,1,1,아모잘탄엑스큐정 5/50/20/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,692100ATB,1,1,아모잘탄엑스큐정 5/50/20/10밀리그램_(1정),ezetimibe
219,692100ATB,1,1,아모잘탄엑스큐정 5/50/20/10밀리그램_(1정),losartan potassium (as losartan)
219,692100ATB,1,1,아모잘탄엑스큐정 5/50/20/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,692200ATB,1,1,아모잘탄엑스큐정 5/50/10/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,692200ATB,1,1,아모잘탄엑스큐정 5/50/10/10밀리그램_(1정),ezetimibe
219,692200ATB,1,1,아모잘탄엑스큐정 5/50/10/10밀리그램_(1정),losartan potassium (as losartan)
219,692200ATB,1,1,아모잘탄엑스큐정 5/50/10/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,692300ATB,1,1,아모잘탄엑스큐정 5/100/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,692300ATB,1,1,아모잘탄엑스큐정 5/100/5/10밀리그램_(1정),ezetimibe
219,692300ATB,1,1,아모잘탄엑스큐정 5/100/5/10밀리그램_(1정),losartan potassium (as losartan)
219,692300ATB,1,1,아모잘탄엑스큐정 5/100/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,692400ATB,1,1,아모잘탄엑스큐정 5/100/20/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,692400ATB,1,1,아모잘탄엑스큐정 5/100/20/10밀리그램_(1정),ezetimibe
219,692400ATB,1,1,아모잘탄엑스큐정 5/100/20/10밀리그램_(1정),losartan potassium (as losartan)
219,692400ATB,1,1,아모잘탄엑스큐정 5/100/20/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,692500ATB,1,1,아모잘탄엑스큐정 5/100/10/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,692500ATB,1,1,아모잘탄엑스큐정 5/100/10/10밀리그램_(1정),ezetimibe
219,692500ATB,1,1,아모잘탄엑스큐정 5/100/10/10밀리그램_(1정),losartan potassium (as losartan)
219,692500ATB,1,1,아모잘탄엑스큐정 5/100/10/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,693000ATB,1,1,네비로스타정1.25/5밀리그램_(1정),nebivolol hydrochloride (as nebivolol)
219,693000ATB,1,1,네비로스타정1.25/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,701700ATB,2,2,로제텔정80/20/10밀리그램_(1정),ezetimibe
219,701700ATB,2,2,로제텔정80/20/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,701700ATB,2,2,로제텔정80/20/10밀리그램_(1정),telmisartan
219,701800ATB,2,2,로제텔정80/10/10밀리그램_(1정),ezetimibe
219,701800ATB,2,2,로제텔정80/10/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,701800ATB,2,2,로제텔정80/10/10밀리그램_(1정),telmisartan
219,701900ATB,2,2,로제텔정80/5/10밀리그램_(1정),ezetimibe
219,701900ATB,2,2,로제텔정80/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,701900ATB,2,2,로제텔정80/5/10밀리그램_(1정),telmisartan
219,702000ATB,3,3,로제텔정40/20/10밀리그램_(1정),ezetimibe
219,702000ATB,3,3,로제텔정40/20/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,702000ATB,3,3,로제텔정40/20/10밀리그램_(1정),telmisartan
219,702100ATB,3,3,로제텔정40/5/10밀리그램_(1정),ezetimibe
219,702100ATB,3,3,로제텔정40/5/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,702100ATB,3,3,로제텔정40/5/10밀리그램_(1정),telmisartan
219,702200ATB,3,3,로제텔정40/10/10밀리그램_(1정),ezetimibe
219,702200ATB,3,3,로제텔정40/10/10밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,702200ATB,3,3,로제텔정40/10/10밀리그램_(1정),telmisartan
219,704001ATB,1,1,베르쿠보정5밀리그램(베리시구앗(미분화))_(5mg/1정),vericiguat(micronized)
219,704002ATB,1,1,베르쿠보정2.5밀리그램(베리시구앗(미분화))_(2.5mg/1정),vericiguat(micronized)
219,704003ATB,1,1,베르쿠보정10밀리그램(베리시구앗(미분화))_(10mg/1정),vericiguat(micronized)
219,706300ATB,1,1,칸타벨에이정8/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,706300ATB,1,1,칸타벨에이정8/5/10밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,706300ATB,1,1,칸타벨에이정8/5/10밀리그램_(1정),candesartan cilexetil
219,706400ATB,1,1,칸타벨에이정16/5/20밀리그램_(1정),amlodipine besylate (as amlodipine)
219,706400ATB,1,1,칸타벨에이정16/5/20밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,706400ATB,1,1,칸타벨에이정16/5/20밀리그램_(1정),candesartan cilexetil
219,706500ATB,1,1,칸타벨에이정16/10/40밀리그램_(1정),amlodipine besylate (as amlodipine)
219,706500ATB,1,1,칸타벨에이정16/10/40밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,706500ATB,1,1,칸타벨에이정16/10/40밀리그램_(1정),candesartan cilexetil
219,706600ATB,1,1,칸타벨에이정8/5/20밀리그램_(1정),amlodipine besylate (as amlodipine)
219,706600ATB,1,1,칸타벨에이정8/5/20밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,706600ATB,1,1,칸타벨에이정8/5/20밀리그램_(1정),candesartan cilexetil
219,706700ATB,1,1,칸타벨에이정16/5/10밀리그램_(1정),amlodipine besylate (as amlodipine)
219,706700ATB,1,1,칸타벨에이정16/5/10밀리그램_(1정),atorvastatin calcium (as atorvastatin)
219,706700ATB,1,1,칸타벨에이정16/5/10밀리그램_(1정),candesartan cilexetil
219,708900ATB,1,1,네비로스타정2.5/20밀리그램_(1정),nebivolol hydrochloride (as nebivolol)
219,708900ATB,1,1,네비로스타정2.5/20밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,709700ATB,2,2,로제텔핀정40/5/10/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,709700ATB,2,2,로제텔핀정40/5/10/5밀리그램_(1정),ezetimibe
219,709700ATB,2,2,로제텔핀정40/5/10/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,709700ATB,2,2,로제텔핀정40/5/10/5밀리그램_(1정),telmisartan
219,709800ATB,2,2,로제텔핀정40/10/10/5밀리그램_(1정),amlodipine besylate (as amlodipine)
219,709800ATB,2,2,로제텔핀정40/10/10/5밀리그램_(1정),ezetimibe
219,709800ATB,2,2,로제텔핀정40/10/10/5밀리그램_(1정),rosuvastatin calcium (as rosuvastatin)
219,709800ATB,2,2,로제텔핀정40/10/10/5밀리그램_(1정),telmisartan
