substance_code,preferred_label_ko,preferred_label_en,atc_codes,representative_label
361340CLT,모메타손푸로에이트,mometasone,D07AC13,모메타손푸로에이트
361344CLT,모메타손푸로에이트,mometasone,D07AC13,모메타손푸로에이트
361350CLT,모메타손푸로에이트,mometasone,D07AC13,모메타손푸로에이트
361351CLT,모메타손푸로에이트,mometasone,D07AC13,모메타손푸로에이트
361331CSI,모메타손푸로에이트,nan,R01AD09,모메타손푸로에이트
361333CCM,모메타손푸로에이트,nan,D07AC13,모메타손푸로에이트
361334CCM,모메타손푸로에이트,nan,D07AC13,모메타손푸로에이트
361334COM,모메타손푸로에이트,nan,,모메타손푸로에이트
361342CLT,모메타손푸로에이트,nan,D07AC13,모메타손푸로에이트
361347CCM,모메타손푸로에이트,nan,D07AC13,모메타손푸로에이트
361347COM,모메타손푸로에이트,nan,,모메타손푸로에이트
361349CSI,모메타손푸로에이트일수화물,mometasone,R01AD09,모메타손푸로에이트일수화물
421001APD,모사프리드시트르산염,mosapride,A03FA09,모사프리드시트르산염
421001ATB,모사프리드시트르산염수화물,nan,A03FA09,모사프리드시트르산염수화물
421004ATR,모사프리드시트르산염수화물,nan,A03FA09,모사프리드시트르산염수화물
801601BIJ,목시플록사신,moxifloxacin,J01MA14,목시플록사신
380301ATB,목시플록사신염산염,moxifloxacin,J01MA14,목시플록사신염산염
380333COS,목시플록사신염산염,moxifloxacin,S01AE07,목시플록사신염산염
380334COS,목시플록사신염산염,moxifloxacin,S01AE07,목시플록사신염산염
380335BIJ,목시플록사신염산염,moxifloxacin,J01MA14,목시플록사신염산염
380331COS,목시플록사신염산염,nan,S01AE07,목시플록사신염산염
659900ACH,"몬테루카스트,레보세티리진","montelukast, combinations",R03DC53,"몬테루카스트,레보세티리진"
374601ATD,몬테루카스트나트륨,montelukast,R03DC03,몬테루카스트나트륨
374602ATD,몬테루카스트나트륨,montelukast,R03DC03,몬테루카스트나트륨
374603ATD,몬테루카스트나트륨,montelukast,R03DC03,몬테루카스트나트륨
374601ATB,몬테루카스트나트륨,nan,R03DC03,몬테루카스트나트륨
374602ATB,몬테루카스트나트륨,nan,R03DC03,몬테루카스트나트륨
374603AGN,몬테루카스트나트륨,nan,R03DC03,몬테루카스트나트륨
374603ATB,몬테루카스트나트륨,nan,R03DC03,몬테루카스트나트륨
659900ATB,"몬테루카스트나트륨, 레보세티리진염산염",nan,R03DC53,"몬테루카스트나트륨, 레보세티리진염산염"
197001ATB,몰시도민,molsidomine,C01DX12,몰시도민
197002ATB,몰시도민,molsidomine,C01DX12,몰시도민
408401DPD,무수구연산,Technical disinfectants,V07AV,무수구연산
109130COO,무수액체라놀린,artificial tears and other indifferent preparations,S01XA20,무수액체라놀린
393301DPD,무수탄산나트륨,Technical disinfectants,V07AV,무수탄산나트륨
197630COM,무피로신,mupirocin,D06AX09,무피로신
197631COM,무피로신,mupirocin,D06AX09,무피로신
197633COM,무피로신,mupirocin,D06AX09,무피로신
197634COM,무피로신,mupirocin,D06AX09,무피로신
197632COM,무피로신,nan,D06AX09,무피로신
197635COM,무피로신,nan,,무피로신
178403ACR,묽은이소소르비드이질산염,isosorbide dinitrate,C01DA08,묽은이소소르비드이질산염
668001ACH,미갈라스타트염산염,migalastat,A16AX14,미갈라스타트염산염
505901ACH,미글루스타트,miglustat,A16AX06,미글루스타트
195903ACH,미노사이클린염산염,minocycline,J01AA08,미노사이클린염산염
195230BIJ,미다졸람,midazolam,N05CD08,미다졸람
195231BIJ,미다졸람,midazolam,N05CD08,미다졸람
195232BIJ,미다졸람,midazolam,N05CD08,미다졸람
195601ATB,미도드린염산염,midodrine,C01CA17,미도드린염산염
625702ATR,미라베그론,mirabegron,G04BD12,미라베그론
625701ATR,미라베그론,nan,G04BD12,미라베그론
196203ATB,미르타자핀,mirtazapine,N06AX11,미르타자핀
196204ATD,미르타자핀,mirtazapine,N06AX11,미르타자핀
196201ATB,미르타자핀,nan,N06AX11,미르타자핀
196201ATD,미르타자핀,nan,N06AX11,미르타자핀
196202ATB,미르타자핀,nan,N06AX11,미르타자핀
196202ATD,미르타자핀,nan,N06AX11,미르타자핀
196204ATB,미르타자핀,nan,N06AX11,미르타자핀
119533CSI,미분화부데소니드,nan,R03BA02,미분화부데소니드
510030CSI,미분화시클레소니드,ciclesonide,R01AD13,미분화시클레소니드
156602ATB,미분화에토돌락,etodolac,M01AB08,미분화에토돌락
156603ATB,미분화에토돌락,etodolac,M01AB08,미분화에토돌락
156603ATR,미분화에토돌락,etodolac,M01AB08,미분화에토돌락
156604ATR,미분화에토돌락,etodolac,M01AB08,미분화에토돌락
160201ATB,미분화플루드로코르티손아세테이트,fludrocortisone,H02AA02,미분화플루드로코르티손아세테이트
500430CSI,미분화플루티카손푸로에이트,fluticasone furoate,R01AD12,미분화플루티카손푸로에이트
163601ATB,미세정제플라보노이드분획물,nan,C05CA53,미세정제플라보노이드분획물
194930ACH,미세화페노피브레이트,fenofibrate,C10AB05,미세화페노피브레이트
194901ACH,미세화페노피브레이트구형과립,fenofibrate,C10AB05,미세화페노피브레이트구형과립
194902ACH,미세화페노피브레이트구형과립,fenofibrate,C10AB05,미세화페노피브레이트구형과립
196301ATB,미소프로스톨,misoprostol,A02BB01,미소프로스톨
196302ATB,미소프로스톨,misoprostol,A02BB01,미소프로스톨
196601ATB,미조리빈,Other immunosuppressants,L04AX,미조리빈
196602ATB,미조리빈,Other immunosuppressants,L04AX,미조리빈
355901ATB,미졸라스틴,mizolastine,R06AX25,미졸라스틴
497401BIJ,미카펑긴나트륨,micafungin,J02AX05,미카펑긴나트륨
451401ATE,미코페놀레이트나트륨,mycophenolic acid,L04AA06,미코페놀레이트나트륨
451402ATE,미코페놀레이트나트륨,mycophenolic acid,L04AA06,미코페놀레이트나트륨
197801ACH,미코페놀레이트모페틸,mycophenolic acid,L04AA06,미코페놀레이트모페틸
197830ASS,미코페놀레이트모페틸,mycophenolic acid,L04AA06,미코페놀레이트모페틸
197802ATB,미코페놀에이트모페틸,mycophenolic acid,L04AA06,미코페놀에이트모페틸
196530BIJ,미톡산트론염산염,mitoxantrone,L01DB07,미톡산트론염산염
486101ATB,미티글리니드칼슘수화물,mitiglinide,A10BX08,미티글리니드칼슘수화물
355801ACH,밀나시프란염산염,milnacipran,N06AX17,밀나시프란염산염
355802ACH,밀나시프란염산염,milnacipran,N06AX17,밀나시프란염산염
355803ACH,밀나시프란염산염,milnacipran,N06AX17,밀나시프란염산염
195730BIJ,밀리논,milrinone,C01CE02,밀리논
124001ACH,밀크시슬건조엑스산,silymarin,A05BA03,밀크시슬건조엑스산
124002ACH,밀크시슬건조엑스산,silymarin,A05BA03,밀크시슬건조엑스산
123907ACS,밀크시슬엑스,silymarin,A05BA03,밀크시슬엑스
123908ACS,밀크시슬엑스,silymarin,A05BA03,밀크시슬엑스
667901ATB,바리시티닙,baricitinib,L04AF02,바리시티닙
667902ATB,바리시티닙,baricitinib,L04AF02,바리시티닙
113231AGN,바실루스리케니포르미스균,lactic acid producing organisms,A07FA01,바실루스리케니포르미스균
113232APD,바실루스리케니포르미스균,lactic acid producing organisms,A07FA01,바실루스리케니포르미스균
113201ACH,바실루스리케니포르미스균,nan,A07FA01,바실루스리케니포르미스균
473502ACE,"바실루스서브틸리스균,엔테로코쿠스페슘균배양물",lactic acid producing organisms,A07FA01,"바실루스서브틸리스균,엔테로코쿠스페슘균배양물"
473533APD,"바실루스서브틸리스균,엔테로코쿠스페슘균배양물",lactic acid producing organisms,A07FA01,"바실루스서브틸리스균,엔테로코쿠스페슘균배양물"
473503ACE,바실루스서브틸리스균.스트렙토코카스페시움균배양물,lactic acid producing organisms,A07FA01,바실루스서브틸리스균.스트렙토코카스페시움균배양물
359401BIJ,바실릭시맙,basiliximab,L04AC02,바실릭시맙
316900BIJ,바이알,Vitamins,B05XC,바이알
166502BIJ,바이알,glutathione,V03AB32,바이알
197330BIJ,바이알,morphine,N02AA01,바이알
197340BIJ,바이알,morphine,N02AA01,바이알
617101ATB,바제독시펜아세테이트,nan,G03XC02,바제독시펜아세테이트
113502ATB,바크로펜,baclofen,M03BX01,바크로펜
113501ATB,바클로펜,baclofen,M03BX01,바클로펜
113504ATB,바클로펜,baclofen,M03BX01,바클로펜
113501BIJ,바클로펜,nan,,바클로펜
624101ATB,반데타닙,vandetanib,L01EX04,반데타닙
624102ATB,반데타닙,vandetanib,L01EX04,반데타닙
247201ACH,반코마이신염산염,vancomycin,A07AA09,반코마이신염산염
247202ACH,반코마이신염산염,vancomycin,A07AA09,반코마이신염산염
247203BIJ,반코마이신염산염,vancomycin,J01XA01,반코마이신염산염
247204BIJ,반코마이신염산염,vancomycin,J01XA01,반코마이신염산염
247205BIJ,반코마이신염산염,vancomycin,J01XA01,반코마이신염산염
459501ATB,발간시클로비르염산염,nan,J05AB14,발간시클로비르염산염
459503ASY,발간시클로비르염산염,valganciclovir,J05AB14,발간시클로비르염산염
246701ATB,발라시클로비르염산염,nan,J05AB11,발라시클로비르염산염
428901ATB,발로플록사신,Fluoroquinolones,J01MA,발로플록사신
247101ATB,발사르탄,nan,C09CA03,발사르탄
247102ATB,발사르탄,nan,C09CA03,발사르탄
247103ATB,발사르탄,nan,C09CA03,발사르탄
247104ATB,발사르탄,valsartan,C09CA03,발사르탄
475001ACH,발살라지드이나트륨이수화물,balsalazide,A07EC04,발살라지드이나트륨이수화물
229701ATR,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
229703ATB,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
229704BIJ,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
229705ATR,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
229707ATR,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
229730BIJ,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
229731BIJ,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
229734ASY,발프로산나트륨,valproic acid,N03AG01,발프로산나트륨
246901ATE,발프로산마그네슘,valproic acid,N03AG01,발프로산마그네슘
246902ATE,발프로산마그네슘,valproic acid,N03AG01,발프로산마그네슘
246903ATE,발프로산마그네슘,valproic acid,N03AG01,발프로산마그네슘
249303CDS,백색바셀린,Soft paraffin and fat products,D02AC,백색바셀린
680601ATB,베네토클락스,venetoclax,L01XX52,베네토클락스
680602ATB,베네토클락스,venetoclax,L01XX52,베네토클락스
680603ATB,베네토클락스,venetoclax,L01XX52,베네토클락스
115001ACH,베넥세이트염산염베타덱스,OTHER DRUGS FOR ACID RELATED DISORDERS,A02X,베넥세이트염산염베타덱스
115101ATB,베니디핀염산염,benidipine,C08CA15,베니디핀염산염
115102ATB,베니디핀염산염,benidipine,C08CA15,베니디핀염산염
115103ATB,베니디핀염산염,benidipine,C08CA15,베니디핀염산염
115104ATB,베니디핀염산염,benidipine,C08CA15,베니디핀염산염
626901ATB,베다퀼린푸마르산염,bedaquiline,J04AK05,베다퀼린푸마르산염
641301BIJ,베돌리주맙,vedolizumab,L04AG05,베돌리주맙
641302BIJ,베돌리주맙,vedolizumab,L04AG05,베돌리주맙
637901BIJ,베라글루세라제알파,velaglucerase alfa,A16AB10,베라글루세라제알파
247603ATR,베라파밀염산염,verapamil,C08DA01,베라파밀염산염
247605ATR,베라파밀염산염,verapamil,C08DA01,베라파밀염산염
247606ATB,베라파밀염산염,verapamil,C08DA01,베라파밀염산염
247607ATB,베라파밀염산염,verapamil,C08DA01,베라파밀염산염
247630BIJ,베라파밀염산염,verapamil,C08DA01,베라파밀염산염
116201ATB,베라프로스트나트륨,beraprost,B01AC19,베라프로스트나트륨
116202ATB,베라프로스트나트륨,beraprost,B01AC19,베라프로스트나트륨
506230BIJ,베록토코그알파,coagulation factor VIII,B02BD02,베록토코그알파
506231BIJ,베록토코그알파,coagulation factor VIII,B02BD02,베록토코그알파
506232BIJ,베록토코그알파,coagulation factor VIII,B02BD02,베록토코그알파
364501BIJ,베르테포르핀,nan,,베르테포르핀
704001ATB,베리시구앗(미분화,vericiguat,C01DX22,베리시구앗(미분화
704002ATB,베리시구앗(미분화,vericiguat,C01DX22,베리시구앗(미분화
704003ATB,베리시구앗(미분화,vericiguat,C01DX22,베리시구앗(미분화
620501ATB,베무라페닙,vemurafenib,L01EC01,베무라페닙
465830BIJ,베미파린나트륨,bemiparin,B01AB12,베미파린나트륨
465831BIJ,베미파린나트륨,bemiparin,B01AB12,베미파린나트륨
554330BIJ,베바시주맙,nan,L01FG01,베바시주맙
554331BIJ,베바시주맙,nan,L01FG01,베바시주맙
665401ATB,베시포비르디피복실말레산염,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,베시포비르디피복실말레산염
117101ATB,베자피브레이트,bezafibrate,C10AB02,베자피브레이트
117102ATR,베자피브레이트,bezafibrate,C10AB02,베자피브레이트
247401BIJ,베쿠로늄브롬화물,vecuronium,M03AC03,베쿠로늄브롬화물
247402BIJ,베쿠로늄브롬화물,vecuronium,M03AC03,베쿠로늄브롬화물
114511ATE,베클로메타손 디프로피오네이트,beclometasone,A07EA07,베클로메타손 디프로피오네이트
683800CSI,"베클로메타손디프로피오네이트, 포르모테롤푸마르산염수화물, 글리코피로니움브롬화물","formoterol, glycopyrronium bromide and beclometasone",R03AL09,"베클로메타손디프로피오네이트, 포르모테롤푸마르산염수화물, 글리코피로니움브롬화물"
164431APD,베타-갈락토시다제(아스퍼길루스,tilactase,A09AA04,베타-갈락토시다제(아스퍼길루스
116902ATB,베타네콜염화물,bethanechol,N07AB02,베타네콜염화물
116530BIJ,베타메타손포스페이트나트륨,betamethasone,H02AB01,베타메타손포스페이트나트륨
116301ATB,베타히스틴메실산염,betahistine,N07CA01,베타히스틴메실산염
550602ATB,베타히스틴염산염,betahistine,N07CA01,베타히스틴염산염
550603ATB,베타히스틴염산염,betahistine,N07CA01,베타히스틴염산염
116803ATB,베탁소롤염산염,betaxolol,C07AB05,베탁소롤염산염
116801ATB,베탁솔롤염산염,betaxolol,C07AB05,베탁솔롤염산염
116830COS,베탁솔롤염산염,betaxolol,S01ED02,베탁솔롤염산염
369601BIJ,베티아티드,Other renal system diagnostic radiopharmaceuticals,V09CX,베티아티드
639501ATB,베포타스틴니코틴산염,Other antihistamines for systemic use,R06AX,베포타스틴니코틴산염
453930COS,베포타스틴베실산염,Other antiallergics,S01GX,베포타스틴베실산염
453901ATB,베포타스틴베실산염,Other antihistamines for systemic use,R06AX,베포타스틴베실산염
453904ATR,베포타스틴베실산염,Other antihistamines for systemic use,R06AX,베포타스틴베실산염
453902ATB,베포타스틴베실산염,nan,R06AX,베포타스틴베실산염
521601ATB,베포타스틴살리실산염,Other antihistamines for systemic use,R06AX,베포타스틴살리실산염
521602ATR,베포타스틴살리실산염,Other antihistamines for systemic use,R06AX,베포타스틴살리실산염
508801ATD,베포타스틴칼슘이수화물,Other antihistamines for systemic use,R06AX,베포타스틴칼슘이수화물
614601BIJ,벤다무스틴염산염수화물,bendamustine,L01AA09,벤다무스틴염산염수화물
614602BIJ,벤다무스틴염산염수화물,bendamustine,L01AA09,벤다무스틴염산염수화물
681301BIJ,벤라리주맙,benralizumab,R03DX10,벤라리주맙
247502ACR,벤라팍신염산염,nan,N06AX16,벤라팍신염산염
247504ACR,벤라팍신염산염,nan,N06AX16,벤라팍신염산염
722100ATB,"벤세라지드, 레보도파",levodopa and decarboxylase inhibitor,N04BA02,"벤세라지드, 레보도파"
115801ACS,벤조나테이트,benzonatate,R05DB01,벤조나테이트
